 			0.0000000000000000e+00 			0.0000000000000000e+00
 			1.8304770439681495e-01 			4.0600465122740115e-01
 			3.6609540879362990e-01 			1.8304770439681495e-01
 			5.4914311319044484e-01 			4.5441898656427099e-01
 			7.3219081758725979e-01 			3.6609540879362990e-01
 			9.1523852198407485e-01 			4.8541540046734510e-01
 			1.0982862263808897e+00 			5.4914311319044484e-01
 			1.2813339307777045e+00 			4.9879352536679489e-01
 			1.4643816351745196e+00 			7.3219081758725979e-01
 			1.6474293395713346e+00 			5.0669766507000513e-01
 			1.8304770439681497e+00 			9.1523852198407485e-01
 			2.0135247483649645e+00 			5.0521411159846141e-01
 			2.1965724527617794e+00 			1.0982862263808897e+00
 			2.3796201571585947e+00 			4.9571721119048284e-01
